model,experiment,random_seed,cross_validation_used,early_stopping,model_path,hyperparameters,train_accuracy,train_f1_weighted,train_f1_macro,train_precision_weighted,train_precision_macro,train_recall_weighted,train_recall_macro,train_top_1_accuracy,train_top_2_accuracy,train_top_3_accuracy,train_top_4_accuracy,train_top_5_accuracy,train_recognition_rate,test_accuracy,test_f1_weighted,test_f1_macro,test_precision_weighted,test_precision_macro,test_recall_weighted,test_recall_macro,test_top_1_accuracy,test_top_2_accuracy,test_top_3_accuracy,test_top_4_accuracy,test_top_5_accuracy,test_recognition_rate
LogisticRegression,S1_vs_S2_P1,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_S1_vs_S2_P1_2025-08-14_220927_seed456_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 456, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.5,0.45214990601503763,0.4384483937115516,0.519140625,0.5034090909090909,0.5,0.4848484848484848,0.5,0.71875,0.8125,0.9375,0.9375,0.5,0.2857142857142857,0.24370826486660194,0.24124656522148483,0.31056576269321745,0.3074287347872254,0.2857142857142857,0.2828282828282828,0.2857142857142857,0.5102040816326531,0.6428571428571429,0.8163265306122449,0.8367346938775511,0.2857142857142857
RandomForest,S1_vs_S2_P2,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.6326530612244898,0.5726102173873387,0.5668262757975676,0.6452050050789546,0.6386877828054299,0.6326530612244898,0.6262626262626262,0.6326530612244898,0.826530612244898,0.9795918367346939,0.9897959183673469,1.0,0.6224489795918368
XGBoost,S1_vs_S2_P2,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 1.0}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.5510204081632653,0.49448369091226235,0.4939782439782441,0.4936374549819928,0.4915372209489856,0.5510204081632653,0.5555555555555555,0.5510204081632653,0.7959183673469388,0.9081632653061225,0.9285714285714286,0.9489795918367347,0.5510204081632653
CatBoost,S1_vs_S2_P2,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'border_count': 32, 'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 5, 'learning_rate': 0.05}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.6122448979591837,0.558592143624367,0.5529497987392724,0.5949638371832249,0.5889541014541014,0.6122448979591837,0.6060606060606061,0.6020408163265306,0.8367346938775511,0.9693877551020408,0.9693877551020408,0.9795918367346939,0.5204081632653061
SVM,S1_vs_S2_P2,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.625,0.8125,1.0,1.0,1.0,0.625,0.3979591836734694,0.3411063743964963,0.3418048596072024,0.397597103357472,0.3961876832844574,0.3979591836734694,0.40404040404040403,0.3979591836734694,0.6428571428571429,0.8367346938775511,0.9183673469387755,0.9693877551020408,0.3979591836734694
MLP,S1_vs_S2_P2,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 36, 'early_stopping': True, 'hidden_layer_sizes': [50], 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'}",0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.15625,0.25,0.34375,0.4375,0.09375,0.09183673469387756,0.015449170322334541,0.015293118096856413,0.008433985839233653,0.008348794063079777,0.09183673469387756,0.09090909090909091,0.09183673469387756,0.1836734693877551,0.2653061224489796,0.35714285714285715,0.4489795918367347,0.09183673469387756
NaiveBayes,S1_vs_S2_P2,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/naivebayes_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'priors': None, 'var_smoothing': 1e-09}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.37755102040816324,0.2948018559451063,0.2918240594204083,0.27112680236929937,0.26838814779991255,0.37755102040816324,0.37373737373737376,0.3673469387755102,0.5816326530612245,0.8469387755102041,0.8979591836734694,0.9081632653061225,0.2857142857142857
LightGBM,S1_vs_S2_P2,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/lightgbm_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 42, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}",0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.1875,0.28125,0.375,0.46875,0.0,0.09183673469387756,0.015449170322334541,0.015293118096856413,0.008433985839233653,0.008348794063079777,0.09183673469387756,0.09090909090909091,0.08163265306122448,0.17346938775510204,0.2653061224489796,0.35714285714285715,0.4489795918367347,0.0
ExtraTrees,S1_vs_S2_P2,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.5612244897959183,0.506616320680207,0.5014989841076798,0.5465083835732094,0.5409880968704499,0.5612244897959183,0.5555555555555556,0.5612244897959183,0.8163265306122449,0.9693877551020408,0.9795918367346939,0.9795918367346939,0.46938775510204084
GradientBoosting,S1_vs_S2_P2,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 42, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.32653061224489793,0.2768306916856863,0.27403442207269957,0.3151785714285714,0.3119949494949495,0.32653061224489793,0.32323232323232326,0.3163265306122449,0.5306122448979592,0.7244897959183674,0.7653061224489796,0.7857142857142857,0.23469387755102042
KNN,S1_vs_S2_P2,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.34375,0.25470779220779216,0.24698937426210152,0.25345982142857143,0.2457792207792208,0.34375,0.33333333333333326,0.34375,0.65625,0.96875,1.0,1.0,0.21875,0.24489795918367346,0.18823191102986742,0.18633057859522228,0.22941176470588237,0.22709447415329767,0.24489795918367346,0.2424242424242424,0.2653061224489796,0.5306122448979592,0.7040816326530612,0.7653061224489796,0.7959183673469388,0.15306122448979592
LogisticRegression,S1_vs_S2_P2,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_S1_vs_S2_P2_2025-08-14_220927_seed42_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.4375,0.35527490601503764,0.34450899977215765,0.347265625,0.33674242424242423,0.4375,0.4242424242424242,0.4375,0.6875,0.8125,0.90625,0.9375,0.4375,0.24489795918367346,0.17294624594705918,0.17119931416981615,0.18572835520274872,0.18385231121080176,0.24489795918367346,0.24242424242424246,0.24489795918367346,0.45918367346938777,0.6020408163265306,0.7448979591836735,0.7959183673469388,0.24489795918367346
RandomForest,S1_vs_S2_P2,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.6428571428571429,0.5946855384596064,0.5934320303468238,0.6240244449428123,0.6208291708291708,0.6428571428571429,0.6464646464646464,0.6326530612244898,0.8469387755102041,0.9693877551020408,0.9693877551020408,0.9795918367346939,0.6326530612244898
XGBoost,S1_vs_S2_P2,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 0.8}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.5612244897959183,0.5145598821753494,0.5138516454305928,0.5670511061567485,0.564209320091673,0.5612244897959183,0.5656565656565656,0.5612244897959183,0.8061224489795918,0.9183673469387755,0.9489795918367347,0.9591836734693877,0.5612244897959183
CatBoost,S1_vs_S2_P2,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 1000, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.5918367346938775,0.5356867836781908,0.5302758060652798,0.5737764336503832,0.5679807120983591,0.5918367346938775,0.5858585858585859,0.5816326530612245,0.826530612244898,0.9489795918367347,0.9693877551020408,0.9897959183673469,0.5
SVM,S1_vs_S2_P2,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'C': 100, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'poly'}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.625,0.875,1.0,1.0,1.0,0.625,0.41836734693877553,0.3482900302978334,0.3486199530317177,0.4696019316817636,0.4672351860854535,0.41836734693877553,0.42424242424242425,0.3877551020408163,0.6326530612244898,0.7857142857142857,0.826530612244898,0.8979591836734694,0.3877551020408163
MLP,S1_vs_S2_P2,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 36, 'early_stopping': True, 'hidden_layer_sizes': [50], 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'}",0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.1875,0.28125,0.375,0.46875,0.09375,0.08163265306122448,0.012321909896033885,0.0137221269296741,0.0066638900458142435,0.007421150278293135,0.08163265306122448,0.09090909090909091,0.08163265306122448,0.17346938775510204,0.2653061224489796,0.35714285714285715,0.4489795918367347,0.08163265306122448
NaiveBayes,S1_vs_S2_P2,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/naivebayes_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'priors': None, 'var_smoothing': 1e-09}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.37755102040816324,0.2948018559451063,0.2918240594204083,0.27112680236929937,0.26838814779991255,0.37755102040816324,0.37373737373737376,0.3673469387755102,0.5816326530612245,0.8469387755102041,0.8979591836734694,0.9081632653061225,0.2857142857142857
LightGBM,S1_vs_S2_P2,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/lightgbm_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 123, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}",0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.1875,0.28125,0.375,0.46875,0.0,0.09183673469387756,0.015449170322334541,0.015293118096856413,0.008433985839233653,0.008348794063079777,0.09183673469387756,0.09090909090909091,0.08163265306122448,0.17346938775510204,0.2653061224489796,0.35714285714285715,0.4489795918367347,0.0
ExtraTrees,S1_vs_S2_P2,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 123, 'verbose': 0, 'warm_start': False}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.6020408163265306,0.5276883535369035,0.5223581681476419,0.620601679469832,0.6143329756368033,0.6020408163265306,0.595959595959596,0.5918367346938775,0.8367346938775511,0.9591836734693877,0.9795918367346939,0.9795918367346939,0.4897959183673469
GradientBoosting,S1_vs_S2_P2,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 123, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.75,0.3163265306122449,0.27717089924773,0.2743711931947226,0.38690775524153614,0.3829995960976822,0.3163265306122449,0.31313131313131315,0.30612244897959184,0.5102040816326531,0.6836734693877551,0.7448979591836735,0.7551020408163265,0.22448979591836735
KNN,S1_vs_S2_P2,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.34375,0.25470779220779216,0.24698937426210152,0.25345982142857143,0.2457792207792208,0.34375,0.33333333333333326,0.34375,0.65625,0.96875,1.0,1.0,0.21875,0.24489795918367346,0.18823191102986742,0.18633057859522228,0.22941176470588237,0.22709447415329767,0.24489795918367346,0.2424242424242424,0.2653061224489796,0.5306122448979592,0.7040816326530612,0.7653061224489796,0.7959183673469388,0.15306122448979592
LogisticRegression,S1_vs_S2_P2,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_S1_vs_S2_P2_2025-08-14_220927_seed123_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 123, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.4375,0.35527490601503764,0.34450899977215765,0.347265625,0.33674242424242423,0.4375,0.4242424242424242,0.4375,0.6875,0.8125,0.90625,0.9375,0.4375,0.24489795918367346,0.17294624594705918,0.17119931416981615,0.18572835520274872,0.18385231121080176,0.24489795918367346,0.24242424242424246,0.24489795918367346,0.45918367346938777,0.6020408163265306,0.7448979591836735,0.7959183673469388,0.24489795918367346
RandomForest,S1_vs_S2_P2,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_S1_vs_S2_P2_2025-08-14_220927_seed456_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.5612244897959183,0.5171381739508991,0.5166679725503255,0.5399093703415432,0.5375637434460964,0.5612244897959183,0.5656565656565656,0.5816326530612245,0.8469387755102041,0.9897959183673469,1.0,1.0,0.5612244897959183
XGBoost,S1_vs_S2_P2,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_S1_vs_S2_P2_2025-08-14_220927_seed456_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 1.0}",0.84375,0.8011363636363636,0.7768595041322314,0.78515625,0.7613636363636364,0.84375,0.8181818181818182,0.84375,0.9375,1.0,1.0,1.0,0.84375,0.5510204081632653,0.49311933564634647,0.4928917487741018,0.48318668126591297,0.4814140108257755,0.5510204081632653,0.5555555555555555,0.5510204081632653,0.7959183673469388,0.9183673469387755,0.9387755102040817,0.9489795918367347,0.5510204081632653
